uf,tipoImovel,complemento,endereco,codigoMobile,cep,bairro,metragem,numero,codigoExterno,id,DATA_REGARGA,cidade,ativo
CE,RESIDENCIAL,AP 204 BL F COND RESID SOL POENTE II,R CORONEL TIBURCIO,,,MONDUBIM,,211,4471,1333553,2025-09-23 11:19:45,FORTALEZA,True
CE,APARTAMENTO                   ,AP 704 ED TORINO,R COSTA BARROS,,60160280,ALDEOTA                                                         ,,941,2402,142837,2025-09-23 11:19:45,FORTALEZA                                                       ,True
CE,RESIDENCIAL,AP 302 UI ED MORADA DOS PASSAROS,R COSTA BARROS,,60160281,ALDEOTA,85,1725,4594,1374201,2025-09-23 11:19:45,FORTALEZA,True
CE,APARTAMENTO,AP 704 ED TORINO,R- COSTA BARROS,,60160280,ALDEOTA,,941,3726,863385,2025-09-23 11:19:47,FORTALEZA,True
CE,CASA                          , ,R CRATEUS,,60455780,ALAGADICO                                                       ,,1293,1951,7898,2025-09-23 11:19:47,FORTALEZA                                                       ,True
CE,CASA,"CASA 02 CAGECE 109, 9 ENEL 1009",R- CREUZA ROQUE,,60713330,MANOEL SATIRO,,1009,3675,836999,2025-09-23 11:19:47,FORTALEZA,True
CE,CASA,"CASA 01 CAGECE 109, 9 ENEL 1009",R- CREUZA ROQUE,,60713330,MANUEL SATIRO,,1009,3674,836998,2025-09-23 11:19:47,FORTALEZA,True
CE,CASA,"CASA 03 CAGECE 109, 9 ENEL 1009",R- CREUZA ROQUE,,60713330,1009,,1009,3676,837000,2025-09-23 11:19:47,FORTALEZA,True
CE,TERRENO,"LT 8,9,10, 11 QD 15",R- CRISANTO ARRUDA,,60000000,PASSARE,,QD 15,3540,758986,2025-09-23 11:19:47,FORTALEZA,True
CE,APARTAMENTO                   ,AP 801 BL B ED JARDINS DO PAÇO,R CRISANTO MOREIRA DA ROCHA,,60833530,CAMBEBA                                                         ,,2500,1896,22891,2025-09-23 11:19:47,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1450,1179,142552,2025-09-23 11:19:47,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1444,1148,142537,2025-09-23 11:19:47,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1442,1124,142532,2025-09-23 11:19:47,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1448,1153,142539,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1436,1173,142548,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1432,1176,142550,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1446,1164,142545,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1438,1156,142541,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1434,1123,142531,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,CASA                          , ,R CUIABA,,60510050,HENRIQUE JORGE                                                  ,,1440,1125,142533,2025-09-23 11:19:49,FORTALEZA                                                       ,True
CE,,,R CUIABA ,,,JOQUEI CLUBE,,140 A,4635,1478744,2025-09-23 11:19:49,FORTALEZA ,True
CE,RESIDENCIAL,,R CURITIBA,,60510305,HENRIQUE JORGE,0,498,4386,1538366,2025-09-23 11:19:49,FORTALEZA,True
CE,,TERREO,R CURITIBA,,60510305,HENRIQUE JORGE,,502,4388,1298255,2025-09-23 11:19:49,FORTALEZA,True
CE,,A,R- CURITIBA,,60510305,HENRIQUE JORGE,69,498,4387,1459592,2025-09-23 11:19:51,FORTALEZA,True
CE,APARTAMENTO,AP 1502 ED CARAVELAS,R- DA ABOLICAO ,,60165082,MUCURIPE,,4045,3456,683929,2025-09-23 11:19:51,FORTALEZA,True
CE,APARTAMENTO                   ,AP 103 ED CARAVELAS,R DA ASSUNCAO,,60050011,FATIMA                                                          ,,1565,2566,142965,2025-09-23 11:19:51,FORTALEZA                                                       ,True
CE,CASA,,R- DA ASSUNCAO,,60050011,FATIMA,,1280,3858,933748,2025-09-23 11:19:51,FORTALEZA,True
CE,CASA                          ,ANTIGA RUA JOSE CARLOS BEZERRA,R DALLAS,,60540010,BOM JARDIM                                                      ,,2216,2472,142856,2025-09-23 11:19:51,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1202 ED SAN SEBASTIAN,R DA PAZ,,60165180,MUCURIPE,,321,4093,1074987,2025-09-23 11:19:51,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1505 ED MAR E MAR,R DA PAZ,,60165180,MUCURIPE                                                        ,,455,1933,5436,2025-09-23 11:19:51,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1701 ED MAR E MAR,R DA PAZ,,60165180,MUCURIPE                                                        ,,455,2511,158524,2025-09-23 11:19:51,FORTALEZA                                                       ,True
CE,APARTAMENTO ,AP 601 RES PRAIA,R-  DA PAZ ,,60165180,MUCURIPE ,,215,3833,900190,2025-09-23 11:19:51,FORTALEZA,True
CE,APARTAMENTO,AP 22 B4 BL A COND DOIS DE JUNHO,R- DA PAZ,,60165180,MUCURIPE,,192,3131,545758,2025-09-23 11:19:51,FORTALEZA ,True
CE,APARTAMENTO,AP 06 BL 4 RES AROEIRAS,R DAS AROEIRAS,,60743820,PASSARE,,200,3261,580587,2025-09-23 11:19:52,FORTALEZA,True
CE,CASA,ENTRADA PELA AL DAS CECILIAS 227,R- DAS CAMELIAS,,60190260,CIDADE 200,,230,3544,718619,2025-09-23 11:19:52,FORTALEZA,True
CE,CASA                          ,CS 04 COND MONTE CARLO RESIDENCE,R DAS CARNAUBAS,,60743780,PASSARE                                                         ,,370,1314,142583,2025-09-23 11:19:52,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 607 ED RESERVA PASSARE BL BENTIVI,R DAS CARNAUBAS,,60743780,PASSARE                                                         ,,371,2153,43892,2025-09-23 11:19:52,FORTALEZA                                                       ,True
CE,CASA                          , ,R DAS GAIVOTAS,,60821160,JARDIM DAS OLIVEIRAS                                            ,,120,1849,142736,2025-09-23 11:19:52,FORTALEZA                                                       ,True
CE,,CASA 17,R DAS MANGUEIRAS,,60812555,EDSON QUEIROZ,,325,3753,870607,2025-09-23 11:19:52,FORTALEZA,True
CE,APARTAMENTO,AP: 301 BL: B2 COND ANTONIO MARQUES,R- DAS OITICICAS,,60743790,PASSARE,,100,1050,1101447,2025-09-23 11:19:52,FORTALEZA,True
CE,APARTAMENTO,AP 925 TORRE C RES VILLA TREVISO,R- DAS OLIMPIADAS,,60761135,PARQUE 2 IRMÃO,,255,3154,546121,2025-09-23 11:19:52,FORTALEZA,True
CE,APARTAMENTO,AP 620 BL B ED VILLA MILANO,R- DAS OLIMPIADAS,,60761135,PARQUE DOIS IRMÃOS,,505,4007,1012572,2025-09-23 11:19:52,FORTALEZA,True
CE,APARTAMENTO,AP 310 TORRE 1 RES VILA MILANO,R- DAS OLIMPIADAS ,,60761135,PARQUE DOIS IRMÃOS,,505,3394,649943,2025-09-23 11:19:52,FORTALEZA,True
CE,APARTAMENTO,AP 309 TORRE 1 RES VILA MILANO,R-DAS OLIMPIADAS,,60167135,PARQUE DOIS IRMÃO,,505,3395,651969,2025-09-23 11:19:54,FORTALEZA ,True
CE,CASA                          ,                                                                ,R DELMIRO DE FARIAS,,60416030,JARDIM AMERICA                                                  ,,182,2785,200797,2025-09-23 11:19:54,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1402 TORRE A DOM ALDEOTA CONDOMINIO PARQUE,R DELMIRO GOUVEIA,,,VARJOTA,,1484,3920,1145528,2025-09-23 11:19:54,FORTALEZA,True
CE,APARTAMENTO                   ,AP 304 BL C ED DR GARCEZ FILHO,R DELMIRO GOUVEIA,,60175090,VARJOTA                                                         ,,1155,1931,28594,2025-09-23 11:19:54,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1901 BL A ED ESPAÇO JARDIM,R DEPUTADO JOAO PONTES,,60040430,FATIMA                                                          ,,900,2685,179107,2025-09-23 11:19:54,FORTALEZA                                                       ,True
CE,CASA                          ,DUPLEX,R DEPUTADO MOREIRA DA ROCHA,,60160060,MEIRELES                                                        ,,503,0193,1535660,2025-09-23 11:19:54,FORTALEZA                                                       ,True
CE,QUITINET,QUIT 5 TERREO,R DEPUTADO PAULINO ROCHA,,61880976,JABUTI,,1043,2073,92247,2025-09-23 11:19:54,FORTALEZA,True
CE,QUITINET,QUIT 4 TERREO,R DEPUTADO PAULINO ROCHA,,61880976,JABUTI,,1043,2072,92244,2025-09-23 11:19:54,FORTALEZA,True
CE,APARTAMENTO,QUIT 2 TERREO,R DEPUTADO PAULINO ROCHA,,61880976,JABUTI,,1043,2070,92240,2025-09-23 11:19:54,FORTALEZA,True
CE,CASA                          , ,R DESEMBARGADOR AVELAR,,60822120,COCO                                                            ,,1164,2003,142754,2025-09-23 11:19:56,FORTALEZA                                                       ,True
CE,RESIDENCIAL,AP 07,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4739,1538456,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 06,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4737,1538455,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 03,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4734,1538453,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 08,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4740,1538457,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 09,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4741,1538458,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 05,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4736,1538454,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 02,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4733,1538452,2025-09-23 11:19:56,FORTALEZA,True
CE,RESIDENCIAL,AP 01,R DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,0,492,4728,1538451,2025-09-23 11:19:58,FORTALEZA,True
CE,,AP 04,R- DESEMBARGADOR FLORIANO BENEVIDES MAGALHAES,,60811690,EDSON QUEIROZ,,492,4735,1488322,2025-09-23 11:19:58,FORTALEZA,True
CE,PONTO COMERCIAL               , ,R DESEMBARGADOR GOMES PARENTE,,60520220,HENRIQUE JORGE                                                  ,,974,2369,92958,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,CASA,Nº 1429,R- DESEMBARGADOR GONZAGA,,60832000,CIDADE DOS FUNCIONARIOS,,999,3613,795908,2025-09-23 11:19:58,FORTALEZA,True
CE,APARTAMENTO                   ,AP 302 BL M RES CASTELO BRANCO,R DESEMBARGADOR JOAO FIRMINO,,60435560,MONTESE                                                         ,,340,2092,41939,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,CASA,,R- DESEMBARGADOR JOSE GIL DE,,60822270,CAMBEBA,,185,3442,675644,2025-09-23 11:19:58,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1101 ED JOSE CAVALCANTE,R DESEMBARGADOR LEITE ALBUQUERQUE,,60150150,ALDEOTA                                                         ,,1080,1403,142605,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,SALA                          ,SALA 205 ED HARBOUR VILLAGE,R DESEMBARGADOR LEITE ALBUQUERQUE,,60150150,ALDEOTA                                                         ,,832,2729,190637,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,CASA                          , ,R DESEMBARGADOR LEITE ALBUQUERQUE,,60150150,ALDEOTA                                                         ,,154,1978,38840,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,SALA                          ,SALA 204 ED HARBOUR VILLAGE,R DESEMBARGADOR LEITE ALBUQUERQUE,,60150150,ALDEOTA                                                         ,,832,2728,190636,2025-09-23 11:19:58,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 102 ED JOSE CAVALCANTE,R- DESEMBARGADOR LEITE ALBUQUERQUE,,60150150,ALDEOTA,,1080,0296,1006390,2025-09-23 11:20:00,FORTALEZA,True
CE,CASA                          , ,R DESEMBARGADOR OTACILIO PEIXOTO,,60743680,PASSARE                                                         ,,555,1612,20674,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,TERRENO                       ,B,R DESEMBARGADOR OTACILIO PEIXOTO,,60743680,PASSARE                                                         ,,555,2611,156994,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               ,A,R DESEMBARGADOR OTACILIO PEIXOTO,,60743680,PASSARE                                                         ,,555,2041,35309,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 203 BL C ED MONTEREY,R-DESEMBARGADOR PRAXEDES,,60416530,DAMAS,,515,3384,647495,2025-09-23 11:20:00,FORTALEZA,True
CE,,,R- DEZESSETE DE JUNHO,,60336390,ALVARO WEYNE,,155,4182,1143100,2025-09-23 11:20:00,FORTALEZA,True
CE,CASA                          , ,R DJALMA PETIT,,60851120,ALTO DA BALANCA                                                 ,,534,1750,142694,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,CASA                          , ,R DJALMA PETIT,,60851120,ALTO DA BALANCA                                                 ,,540,1748,142692,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,CASA                          , ,R DJALMA PETIT,,60851120,ALTO DA BALANCA                                                 ,,528,1749,142693,2025-09-23 11:20:00,FORTALEZA                                                       ,True
CE,CASA,CASA 103 BL B COND RESIDENCIAL FLORENÇA,R- DO FIM,,60743510,SERRINHA,,525,3466,686902,2025-09-23 11:20:03,FORTALEZA,True
CE,CASA                          , ,R DOM CARLOTO TAVORA,,60421070,PARANGABA                                                       ,,523,1174,142549,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,CASA                          ,CASA 15 COND LAKE VILLAGE,R DOM DELGADO,,60834710,EDSON QUEIROZ                                                   ,,55,2005,17758,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1504 ED JOAQUIM NABUCO,R DOM EXPEDITO LOPES,,60135410,DIONISIO TORRES                                                 ,,2255,1453,37442,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,APTO 802 ED JOAQUIM NABUCO,R DOM EXPEDITO LOPES,,60135410,DIONISIO TORRES                                                 ,,2255,1322,142585,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1001 ED JOAQUIM NABUCO,R DOM EXPEDITO LOPES,,60135410,DIONISIO TORRES                                                 ,,2255,2034,21181,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1902 ED JOAQUIM NABUCO,R DOM EXPEDITO LOPES,,60135410,DIONISIO TORRES                                                 ,,2255,1457,142617,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,APTO 1503 ED JOAQUIM NABUCO,R DOM EXPEDITO LOPES,,60135410,DIONISIO TORRES                                                 ,,2255,1303,142582,2025-09-23 11:20:03,FORTALEZA                                                       ,True
CE,CASA,CASA 11 TERREO,R-  DOMINGOS JAGUARIBE ,,60420020,VILA UNIÃO ,,727,3436,914147,2025-09-23 11:20:03,FORTALEZA,True
CE,CASA,CASA 11 B ALTOS,R- DOMINGOS JAGUARIBE,,60420020,VILA UNIAO,,727,3435,671237,2025-09-23 11:20:06,FORTALEZA,True
CE,CASA                          , ,R DOMINGOS OLIMPIO,,60040081,FARIAS BRITO                                                    ,,1951,1065,142515,2025-09-23 11:20:06,FORTALEZA                                                       ,True
CE,SALA,SALA 1102 VG 315 ED PATIO DOM LUIS,R- DOM LUIS,,60160230,ALDEOTA,,1200,3471,689659,2025-09-23 11:20:06,FORTALEZA,True
CE,APARTAMENTO,AP 204 BL 2 ED PORTAL DO SOL,R- DOM LUSTOSA ,,60870620,JANGURUSSU,,985,3345,825895,2025-09-23 11:20:06,FORTALEZA,True
CE,COMERCIAL,L003 Q017,R DOM MANUEL DE MEDEIROS,,60450605,PARQUE ARAXA,0,0,4873,1538539,2025-09-23 11:20:06,FORTALEZA,True
CE,APARTAMENTO                   ,AP 602 BL B ED RODRIGUES ALBUQUERQUE,R DOM SEBASTIAO LEME,,60050160,FATIMA                                                          ,,140,2577,145769,2025-09-23 11:20:06,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 703 TORRE A ALLEGRO ED FELICITÁ,R- DOM SEBASTIAO LEME,,60050160,FATIMA,,655,3517,701566,2025-09-23 11:20:06,FORTALEZA,True
CE,,AP 505 BL 11B IDEAL VILA DOS SONHOS,R DO MURARA,,60872690,MESSEJANA,45,101,4367,1322720,2025-09-23 11:20:06,FORTALEZA,True
CE,RESIDENCIAL,,R DONA ADAIL,,60833105,SAPIRANGA COITE,0,18,4895,1541093,2025-09-23 11:20:06,FORTALEZA,True
CE,,CASA 02,R DONA ADAIL,,60833105,SAPIRANGA-COITE,0,790,4905,1540227,2025-09-23 11:20:06,FORTALEZA,True
CE,,CASA 04,R DONA ADAIL,,60833105,SAPIRANGA-COITE,0,790,4902,1540224,2025-09-23 11:20:08,FORTALEZA,True
CE,RESIDENCIAL,CASA 16,R DONA ADAIL,,60833105,SAPIRANGA COITE,0,740,4898,1541096,2025-09-23 11:20:08,FORTALEZA,True
CE,CASA                          , ,R DONA LEOPOLDINA,,60110001,JOAQUIM TAVORA                                                  ,,1365,2011,17767,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 402 ED IDEAL,R DONDON FEITOSA,,60436090,DAMAS                                                           ,,35,2432,94762,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 41 BL 05 ED SMILE VILLAGE,R- DO PARQUE,,60830355,CAMBEBA,,333,3788,899674,2025-09-23 11:20:08,FORTALEZA,True
CE,APARTAMENTO                   ,AP 201 BL A3 RESERDÁ  ED GRAN PARC,R DOS AMIGOS,,60830750,CAMBEBA                                             ,,100,1726,142685,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 501 BL A3 ED GRAN PARC,R DOS AMIGOS,,60822168,CAMBEBA                                                         ,,100,2663,173217,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 403 ED ESTORIL,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA,,55,3277,603474,2025-09-23 11:20:08,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1302 ED FRATELLI,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA                                                ,,200,1038,80801,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 101 ED FRATELLI,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA                                                ,,200,1037,142509,2025-09-23 11:20:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 303 ED FRATELLI,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA                                                ,,200,1462,133694,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1001 BL A ED ESTORIL,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA                                                ,,55,2386,92264,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1502 ED ESTORIL                                              ,R DOS ARARIUS,,60060320,PRAIA DE IRACEMA                                                ,,55,2745,199595,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,TERRENO                       ,LOTES 05 E 07 DA QUADRA 09 JOAQUIM MARTINS,R DOS CUMARUS,,60000000,PASSARE                                                         ,,0,2204,142779,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 301 COND VIVENDAS PASSARE,R DOS JATOBAS,,60170310,PASSARE,63,370,4271,1189725,2025-09-23 11:20:10,FORTALEZA,True
CE,APARTAMENTO,COND MIRANTES DO PASSARE AP 902 TORRE B,"R DOS MANDACARUS (RUA DOS SABIÁS,661)",,,PASSARE,58,501,4641,1414293,2025-09-23 11:20:10,FORTALEZA,True
CE,APARTAMENTO,AP 103 BL A ED VILA IRACEMA,R DOS TABAJARAS,,60060510,PRAIA DE IRACEMA,,138,3328,640077,2025-09-23 11:20:10,Fortaleza,True
CE,APARTAMENTO                   ,AP 006 ED VILA DE IRACEMA,R DOS TABAJARAS,,60060510,PRAIA DE IRACEMA                                                ,,138,0163,142406,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 006 B P1 ED VILA DE IRACEMA,R- DOS TABAJARAS ,,60060510,PRAIA DE IRACEMA ,,138,0163,1068183,2025-09-23 11:20:10,FORTALEZA,True
CE,CASA                          ,DUNAS,R DOUTOR ALEXANDRE ANTÔNIO FURTADO,,60177060,DE LOURDES                                                      ,,60,2392,142833,2025-09-23 11:20:10,FORTALEZA                                                       ,True
CE,TERRENO                       , ,R DOUTORA SOCORRO AZEVEDO,,60810400,LUCIANO CAVALCANTE                                              ,,675,1810,142723,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1801 ED MARVILLE,R DOUTOR ATUALPA BARBOSA LIMA,,60060370,PRAIA DE IRACEMA                                                ,,840,2009,17764,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1101 ED MARVILLE,R DOUTOR ATUALPA BARBOSA LIMA,,60060370,PRAIA DE IRACEMA                                                ,,840,1474,116302,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1402 ED MARVILLE,R DOUTOR ATUALPA BARBOSA LIMA,,60060370,PRAIA DE IRACEMA                                                ,,840,1445,48260,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1204 ED MARVILLE,R DOUTOR ATUALPA BARBOSA LIMA,,60060370,PRAIA DE IRACEMA                                                ,,840,2029,45804,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 503 ED MARVILLE,R DOUTOR ATUALPA BARBOSA LIMA,,60060370,PRAIA DE IRACEMA                                                ,,840,1461,79171,2025-09-23 11:20:12,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1500 ED LILIAN,R- DOUTOR ATUALPA BARBOSA LIMA,,60060370,MEIRELES,,825,3741,892967,2025-09-23 11:20:12,FORTALEZA,True
CE,APARTAMENTO,AP 803 ED MARVILLE,R- DOUTOR ATUALPA BARBOSA LIMA,,,PRAIA DE IRACEMA,,840,3549,718581,2025-09-23 11:20:12,FORTALEZA,True
CE,APARTAMENTO,AP 200 ED PALAIS ROYAL,R- DOUTOR ATUALPA BARBOSA LIMA,,60060370,MEIRELES,,601,3737,857297,2025-09-23 11:20:12,FORTALEZA,True
CE,APARTAMENTO,CASA 116 JD DE ALICE E PEREIRA,R- DOUTORA WANDA SIDOU,,60844455,CAJASEIRAS,,1880,3516,703256,2025-09-23 11:20:15,FORTALEZA,True
CE,APARTAMENTO ,ED CAROLINA,R DOUTOR BATISTA DE OLIVEIRA,,,COCO,,734 AP 301,4811,1507281,2025-09-23 11:20:15,FORTALEZA ,True
CE,CASA                          ,CS 03 COND RES VILLA AMAZON,R DOUTOR CORREIA LIMA,,60834620,EDSON QUEIROZ                                                   ,,1721,2633,164597,2025-09-23 11:20:15,FORTALEZA                                                       ,True
CE,CASA                          ,CS 02 COND RES VILLA AMAZON,R DOUTOR CORREIA LIMA,,60834620,EDSON QUEIROZ                                                   ,,1721,2632,164596,2025-09-23 11:20:15,FORTALEZA                                                       ,True
CE,CASA,,R- DOUTOR CORREIA LIMA,,60833426,SAPIRANGA,,1319,3573,870680,2025-09-23 11:20:15,FORTALEZA,True
CE,,AP 401 TORRE ALEGRIA (TORRE 01) ED PARC VICTORIA,R DOUTOR FRANCISCO GADELHA,,60811120,ENGENHEIRO LUCIANO CAVALCANTE,71,820,4785,1490894,2025-09-23 11:20:15,FORTALEZA,True
CE,, SALA 111 TORRE 1 SUL ED DUETS OFFICE,R DOUTOR GILBERTO STUDART,,,COCO,,55,4422,1323206,2025-09-23 11:20:15,FORTALEZA,True
CE,APARTAMENTO                   ,AP 901 ED LE PREMIER,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,590,1831,20132,2025-09-23 11:20:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 304 ED LINDEMBERG,R DOUTOR GILBERTO STUDART,,60190750,PAPICU                                                          ,,1470,1244,142570,2025-09-23 11:20:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 602 ED EAST SIDE,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,770,2016,17916,2025-09-23 11:20:15,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 101 ED TENENTE FRANCA,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,1975,1241,142567,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,SALA                          ,SL 1412 TORRE SUL1 ED DUET S OFFICE TOWERS,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,55,2289,71217,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 302 ED D AVIGNON,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,1020,1021,142504,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 403 ED GREEN PALACE,R DOUTOR GILBERTO STUDART,,60190750,COCO                                                            ,,364,1925,36822,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 202 ED MISSÃO NOVA,R- DOUTOR GILBERTO STUDART,,60190750,COCO,,1839,3461,685594,2025-09-23 11:20:17,FORTALEZA,True
CE,APARTAMENTO,AP 701 ED CASA GRANDE,R- DOUTOR GILBERTO STUDART,,60162095,COCO,,1325,3704,848707,2025-09-23 11:20:17,FORTALEZA,True
CE,APARTAMENTO,AP 802 ED PREMIUM,R- DOUTOR GILBERTO STUDART ,,60192095,PAPICU,,1168,3852,941684,2025-09-23 11:20:17,FORTALEZA,True
CE,CASA                          , ,R DOUTOR JOAQUIM FROTA,,60833212,ALAGADIÇO NOVO                                                  ,,579,2667,181537,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 204 BL 2 TRITON ED JARDINS DE ATLANTIDA,R DOUTOR JOSE FROTA,,60165210,VARJOTA                                                         ,,255,2707,184537,2025-09-23 11:20:17,FORTALEZA                                                       ,True
CE,COMERCIAL,,R DOUTOR JOSE FROTA,,60165210,MUCURIPE,80,29,4220,1538359,2025-09-23 11:20:17,FORTALEZA,True
CE,COMERCIAL,ED TRITON VAGA DO LADO DIREITO DO AP 2204,R DOUTOR JOSE FROTA,,60165210,MUCURIPE,0,255,4181,1538357,2025-09-23 11:20:19,FORTALEZA,True
