uf,tipoImovel,complemento,endereco,codigoMobile,cep,bairro,metragem,numero,codigoExterno,id,DATA_REGARGA,cidade,ativo
CE,APARTAMENTO,AP 302 ED SAN MAGNUM,RAIMUNDO OLIVEIRA FILHO,,60155170,PAPICU,,133,3156,551957,2025-09-23 11:17:56,FORTALZA,True
CE,RESIDENCIAL,"(LOTEAMENTO EXPEDICIONARIOS), PARQUE DOIS IRMÃOS",R A (JARDIM ITAPERI),,60742510,PASSARÉ,,420,2271,70766,2025-09-23 11:17:56,FORTALEZA,True
CE,,LOJA C,R ALAGOAS,,60440150,DEMOCRITO ROCHA,0,378,4965,1541637,2025-09-23 11:17:56,FORTALEZA,True
CE,CASA,A QUADRA 34,R- ALAMEDA DAS CECILIAS,,60190240,CIDADE 2000,,172,3931,955315,2025-09-23 11:17:56,FORTALEZA,True
CE,APARTAMENTO,AP 302 BL 04 RES ECO FIT EUSEBIO ROD-CE 040,R- ALAMEDA VERDE,,61760000,COACU,,100,3601,788190,2025-09-23 11:17:56,EUSEBIO,True
CE,APARTAMENTO                   ,AP 704 ED LAURO ARAUJO,R ALBERTO FEITOSA LIMA,,60810000,LUCIANO CAVALCANTE                                              ,,61,1534,142640,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 403 ED LAURO ARAUJO,R ALBERTO FEITOSA LIMA,,60810000,EDSON QUEIROZ                                                   ,,61,1554,142646,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,ED VILA FIORI  APT 1100,R ALBERTO FEITOSA LIMA,,60810000,EDSON QUEIROZ                                                   ,,100,2278,102300,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 402 ED LUCCA MARENZIO,R ALBERTO FEITOSA LIMA,,60810000,EDSON QUEIROZ                                                   ,,180,0415,1535640,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,COMERCIAL,ALTOS,R ALBERTO MAGNO,,60425235,BOM FUTURO,120,243,2763,200671,2025-09-23 11:17:58,FORTALEZA,True
CE,LOJA                          ,LOJA                                                            ,R ALBERTO MAGNO,,60435000,JARDIM AMERICA                                                  ,,243,2762,200773,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,CASA                          , ,R ALERTA,,60015170,FARIAS BRITO                                                    ,,15,1727,142686,2025-09-23 11:17:58,FORTALEZA                                                       ,True
CE,CASA                          , ,R ALERTA,,60015170,FARIAS BRITO                                                    ,,48,1751,142695,2025-09-23 11:18:00,FORTALEZA                                                       ,True
CE,CASA                          , ,R ALERTA,,60015170,FARIAS BRITO                                                    ,,13,1728,90628,2025-09-23 11:18:00,FORTALEZA                                                       ,True
CE,CASA,,R- ALERTA,,60015170,FARIAS BRITO,,52,3139,573468,2025-09-23 11:18:00,FORTALEZA,True
CE,CASA                          , ,R- ALFEU ABOIM,,60155370,PAPICU                                                          ,,681,0177,142409,2025-09-23 11:18:00,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               , ,R ALFREDO DE CASTRO,,60420520,MONTESE                                                         ,,835,2505,142865,2025-09-23 11:18:00,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 101 ED SAINT LOUIS,R- ALMEIDA PRADO ,,60176085,PAPICU,,610,3846,925095,2025-09-23 11:18:00,FORTALEZA,True
CE,APARTAMENTO                   ,AP 101                                                          ,R ALMIRANTE RUBIM,,60435480,MONTESE                                                         ,,1171,2793,201476,2025-09-23 11:18:00,FORTALEZA                                                       ,True
CE,RESIDENCIAL,AP 110 BL 6 ED FOUR LIFE LIBERDADE,R A (LOT. MRV MAGIS - DENDE),,60714750,RACHEL DE QUEIROZ,0,90,4342,1538365,2025-09-23 11:18:00,FORTALEZA,True
CE,RESIDENCIAL,AP 305 BL 5 ED FOUR LIFE LIBERDADE,R A (LOT. MRV MAGIS - DENDE),,60714750,RACHEL DE QUEIROZ,0,90,4341,1538364,2025-09-23 11:18:00,FORTALEZA,True
CE,APARTAMENTO,AP 402 BL 1 ED FOUR LIFE LIBERDADE,R- A (LOT. MRV MAGIS - DENDE),,60714750,MARAPONGA,,90,3398,655173,2025-09-23 11:18:02,FORTALEZA,True
CE,APARTAMENTO,AP 112 BL 7 ED FOUR LIFE LIBERDADE,R-A (LOT. MRV MAGIS - DENDE),,60714750,MARAPONGA,,90,3451,684071,2025-09-23 11:18:02,FORTALEZA,True
CE,CASA,,R ALUISIO AZEVEDO ,,60510075,JOQUEM CLUBE,,192,3909,948048,2025-09-23 11:18:02,FORTALEZA,True
CE,CASA,,R- ALUISIO AZEVEDO,,60510075,JOQUEM CLUBE,,73,3839,922984,2025-09-23 11:18:02,FORTALEZA,True
CE,APARTAMENTO                   ,AP 301 ED MARIA HELENA,R ALVARO BOMILCAR,,60120280,TAUAPE                                                          ,,3628,0017,8486,2025-09-23 11:18:02,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED MARIA HELENA,R ALVARO BOMILCAR,,60120280,TAUAPE                                                          ,,3628,0095,22204,2025-09-23 11:18:02,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 401 BL B RES PARQUE ATLANTICO,R- ALVARO FERNANDES,,60420570,DAMAS,,243,3490,697188,2025-09-23 11:18:02,FORTALEZA,True
CE,COMERCIAL,L019 Q065,R AMANCIO VALENTE,,60822155,CAMBEBA,0,0,4787,1538476,2025-09-23 11:18:04,FORTALEZA,True
CE,APARTAMENTO                   ,AP 501 ED VILLA RICA,R AMELIA BENEBIEN,,60176010,PAPICU                                                          ,,575,2703,183620,2025-09-23 11:18:04,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 601 ED ITAPEMA,R- AMELIA BENEBIEN,,60170010,PAPICU,,333,3335,636073,2025-09-23 11:18:04,FORTALEZA ,True
CE,APARTAMENTO,AP 101 ED NUNES MELO,R- AMELIA BENEBIEN ,,60176010,PAPICU,,230,3709,888836,2025-09-23 11:18:04,FORTALEZA,True
CE,APARTAMENTO,AP 302 ED ABARANA,RAMOS BOTELHO ,,60175265,PAPICU,,130,4025,1019476,2025-09-23 11:18:04,FORTALEZA,True
CE,RESIDENCIAL,AP 204 ED ROMA,R ANA BILHAR,,60160110,MEIRELES,,1235,0331,38896,2025-09-23 11:18:04,FORTALEZA,True
CE,APARTAMENTO                   ,AP 703 ED HAMILTON NOGUEIRA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,491,0142,35965,2025-09-23 11:18:04,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 904 ED ROMA,R ANA BILHAR,,60160110,MEIRELES,,1235,0347,34162,2025-09-23 11:18:04,FORTALEZA,True
CE,APARTAMENTO                   ,AP 501 ED VILA BEIRUTE,R ANA BILHAR,,60160110,MEIRELES                                                        ,,55,0631,53890,2025-09-23 11:18:06,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 701 ED REGINALDO ROCHA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,54,1601,31884,2025-09-23 11:18:06,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 203 ED HAMILTON NOGUEIRA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,491,2007,26658,2025-09-23 11:18:06,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 101 ED RAFAELA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,255,1074,142516,2025-09-23 11:18:06,FORTALEZA                                                       ,True
CE,PONTO COMERCIAL               , ,R ANA BILHAR,,60160110,MEIRELES                                                        ,,1125,2109,42831,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 603 ED SAQUAREMA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,868,0020,30583,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 702 ED ROMA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,1235,0348,142465,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 303 ED ROMA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,1235,0332,142460,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 2101 ED MILLENIUM,R ANA BILHAR,,60160110,MEIRELES                                                        ,,940,2704,183862,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 903 ED HAMILTON NOGUEIRA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,491,0119,142390,2025-09-23 11:18:08,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 701 ED HAMILTON NOGUEIRA,R ANA BILHAR,,60160110,MEIRELES                                                        ,,491,0123,43541,2025-09-23 11:18:11,FORTALEZA                                                       ,True
CE,CASA                          , ,R ANA BILHAR,,60160110,VARJOTA                                                         ,,1129,1549,9716,2025-09-23 11:18:11,FORTALEZA                                                       ,True
CE,CASA                          , ,R ANA BILHAR,,60160110,MEIRELES                                                        ,,1121,1972,9309,2025-09-23 11:18:11,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1404 ED MILLENIUM,R ANA BILHAR,,60160110,MEIRELES                                                        ,,940,1710,36259,2025-09-23 11:18:11,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1602 ED VILA BEIRUTE,R-  ANA BILHAR,,60160110,MEIRELES,,55,3465,686737,2025-09-23 11:18:11,FORTALEZA,True
CE,APARTAMENTO,AP 101 ED ROMA,R- ANA BILHAR,,60160110,VARJOTA,,1235,3454,678888,2025-09-23 11:18:11,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1401 ED MIRANTE DO PARQUE,R ANDRADE FURTADO,,60190070,COCO                                                            ,,147,1411,100103,2025-09-23 11:18:11,FORTALEZA                                                       ,True
CE,RESIDENCIAL,AP 02,R ANDRADE FURTADO,,60191345,CIDADE 2000,28,2442,4763,1538473,2025-09-23 11:18:11,FORTALEZA,True
CE,COMERCIAL,LOJA 01,R ANDRADE FURTADO,,60191345,CIDADE 2000,28,2442,4759,1538469,2025-09-23 11:18:13,FORTALEZA,True
CE,RESIDENCIAL,AP 01,R ANDRADE FURTADO,,60191345,CIDADE 2000,28,2442,4761,1538472,2025-09-23 11:18:13,FORTALEZA,True
CE,APARTAMENTO                   ,AP 103 BL B ED ANTILHAS,R ANDRADE FURTADO,,60190070,COCO                                                            ,,1805,0409,142471,2025-09-23 11:18:13,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 404                                                          ,R ANDRADE FURTADO,,60192085,COCO                                                            ,,2105,2766,201414,2025-09-23 11:18:13,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 203 ED PIRES & PIRES,R ANDRÉ DALLOLIO,,60176010,PAPICU                                                          ,,755,1236,142566,2025-09-23 11:18:13,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 103 ED PIRES & PIRES,R ANDRÉ DALLOLIO,,60176010,PAPICU                                                          ,,755,1152,42835,2025-09-23 11:18:13,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 403 ED PLANALTO,R ANDRÉ DALLOLIO,,60155190,PAPICU                                                          ,,800,2694,182223,2025-09-23 11:18:13,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1404 ED GIARDINO CASANOVA,R- ANDRÉ DALLOLIO,,60155190,PAPICU,,530,3566,749687,2025-09-23 11:18:13,FORTALEZA,True
CE,GALPAO                        , ,R ANGELO RATACASO,,60040070,CENTRO                                                          ,,89,2547,142885,2025-09-23 11:18:14,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1202 TORRE ALEGRIA ED PARC DU SOLEIL,R- ANJO BRANCO,,60822165,CAMBEBA,,1131,3769,880812,2025-09-23 11:18:14,FORTALEZA,True
CE,CASA                          , ,R ANTENOR FROTA WANDERLEY,,60020350,BENFICA                                                         ,,461,2146,142770,2025-09-23 11:18:14,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 403 ED CARAVELAS,R ANTONELE BEZERRA,,60160070,MEIRELES                                                        ,,26,0280,142442,2025-09-23 11:18:14,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 248 BL 4 ED JARDIM MONTE CASTELO,R ANTONINA DO NORTE,,60325610,MONTE CASTELO                                                   ,,194,2121,142764,2025-09-23 11:18:14,FORTALEZA                                                       ,True
CE,CASA,ALTOS,R ANTONINO FONTENELE,,60335440,ALVARO WEYNE,,127,4187,1154621,2025-09-23 11:18:14,FORTALEZA,True
CE,CASA                          , ,R ANTONINO FONTENELE,,60335440,ÁLVARO WEYNE                                                    ,,121,1938,6586,2025-09-23 11:18:14,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 107 ED VG FUN RESIDENCE,R. ANTONIO ATUALPA RODRIGUES,,60182490,PRAIA DO FUTURO,,100,4842,1514503,2025-09-23 11:18:14,FORTALEZA,True
CE,APARTAMENTO,AP 301 ED MONSENHOR TABOSA,R ANTONIO AUGUSTO,,60110370,MEIRELES,,483,1200,666104,2025-09-23 11:18:14,FORTALEZA,True
CE,APARTAMENTO                   ,AP 505 ED MONSENHOR TABOSA,R ANTONIO AUGUSTO,,60110370,MEIRELES                                                        ,,483,1116,142529,2025-09-23 11:18:16,FORTALEZA                                                       ,True
CE,RESIDENCIAL/COMERCIAL,VAGA DE GARAGEM 07,R ANTONIO AUGUSTO,,60110370,MEIRELES,11,120,4216,1538358,2025-09-23 11:18:16,FORTALEZA,True
CE,APARTAMENTO                   ,AP 1103 ED MONSENHOR TABOSA,R ANTONIO AUGUSTO,,60110370,MEIRELES                                                        ,,483,1188,81148,2025-09-23 11:18:16,FORTALEZA                                                       ,True
CE,SALA                          ,SALA 501/502 ED MEDICAL GENESIS,R ANTONIO AUGUSTO,,60110370,ALDEOTA                                                         ,,1271,2880,142510,2025-09-23 11:18:16,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 903 ED MADRI,R ANTONIO AUGUSTO,,60110370,ALDEOTA                                                         ,,1679,2584,150672,2025-09-23 11:18:16,FORTALEZA                                                       ,True
CE,Apartamento,AP 1205 ED PIAZZA COLISEU,R ANTONIO AUGUSTO,,,MEIRELES,96,52,4332,1240508,2025-09-23 11:18:16,Fortaleza,True
CE,APARTAMENTO                   ,AP 1403 NORTE SUL ED PIAZZA COLISEU                             ,R ANTONIO AUGUSTO,,60110370,MEIRELES                                                        ,,52,2827,209295,2025-09-23 11:18:16,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 203 ED PIAZZA COLISEU,R- ANTONIO AUGUSTO,,60110370,MEIRELES,,52,3498,696337,2025-09-23 11:18:16,FORTALEZA ,True
CE,APARTAMENTO,AP 2001 ED PIAZZA COLISEU,R- ANTONIO AUGUSTO,,60110370,MEIRELES,,52,3514,696335,2025-09-23 11:18:16,FORALEZA,True
CE,APARTAMENTO,AP 802 ED MONSENHOR TABOSA,R- ANTONIO AUGUSTO ,,60110370,MEIRELES,,483,1119,943087,2025-09-23 11:18:19,FORTALEZA,True
CE,CASA                          ,CS 08 BL 4 COND RES LULA PARK                                        ,R ANTONIO BARBOSA,,60760410,PREFEITO JOSE WALTER                                            ,,1060,2832,212510,2025-09-23 11:18:19,FORTALEZA                                                       ,True
CE,CASA                          ,CASA 5 BL 4 COND LULA PARK                                      ,R ANTONIO BARBOSA,,60760410,PREFEITO JOSE WALTER                                            ,,1060,2806,202267,2025-09-23 11:18:19,FORTALEZA                                                       ,True
CE,CASA                          ,                                                                ,R ANTONIO BOTELHO,,60741110,SERRINHA                                                        ,,776,2759,201389,2025-09-23 11:18:19,FORTALEZA                                                       ,True
CE,CASA                          ,                                                                ,R ANTONIO CORREIA LIMA,,60410360,MONTESE                                                         ,,3883,2760,201100,2025-09-23 11:18:19,FORTALEZA                                                       ,True
CE,,CASA 08,R- ANTONIO SALES,,61627230,IPARANA,,302,4354,1255916,2025-09-23 11:18:19,CAUCAIA,True
CE,PONTO COMERCIAL               ,A,R ARAKEN SILVA,,60170190,DIONISIO TORRES                                                 ,,113,2473,142857,2025-09-23 11:18:19,FORTALEZA                                                       ,True
CE,PONTO COMECIAL,,R- ARAKEN SILVA,,60170190,DIONISIO TORRES,,113,3548,720819,2025-09-23 11:18:19,FORTALEZA,True
CE,CASA                          , ,R ARI MAIA,,60545200,BOM JARDIM                                                      ,,440,2556,142891,2025-09-23 11:18:20,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1402 ED VITORIA PARK,R ARQTO REGINALDO RANGEL,,60191250,COCO                                                            ,,155,2513,133706,2025-09-23 11:18:20,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 903 ED VITORIA PARK,R- ARQTO REGINALDO RANGEL,,60191250,COCO,,155,3403,680763,2025-09-23 11:18:20,FORTALEZA ,True
CE,APARTAMENTO,AP 703 ED VITORIA PARK,R- ARQTO REGINALDO RANGEL,,60191250,COCO,,155,4063,1050581,2025-09-23 11:18:20,FORTALEZA,True
CE,APARTAMENTO,AP 1304 ED  VITORIA PARK,R ARQUITETO REGINALDO RANGEL,,60192320,COCO,68,155,4313,1224702,2025-09-23 11:18:20,FORTALEZA,True
CE,APARTAMENTO,AP 1501 ED VITORIA PARK,R- ARQUITETO REGINALDO RANGEL,,60192320,COCO,68,155,4366,1268604,2025-09-23 11:18:20,FORTALEZA,True
CE,APARTAMENTO                   ,AP 107 B 01 MORATTA COND CLUB                                   ,R ARTHUR DE SOUZA,,60763290,MONDUBIM                                                        ,,2011,2813,206106,2025-09-23 11:18:20,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1403 ED EMILIO HINKO,R ARTHUR FACANHA,,60175130,MUCURIPE                                                        ,,66,2572,143365,2025-09-23 11:18:20,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 1905 ED EMILIO HINKO,R- ARTHUR FACANHA,,60175130,MUCURIPE,,66,3472,686300,2025-09-23 11:18:22,FORTALEZA,True
CE,apartamento,AP 201 BL 23,R. Artur Carioca Serpa,,60871430,messejana,,1163,4054,1047768,2025-09-23 11:18:22,Fortaleza,True
CE,APARTAMENTO,AP 211 BL 02 TIPO E MORATTA CONDOMINIO CLUB,R- ARTUR DE SOUSA,,60766120,PLANALTO AYRTON SENA ,,2011,4190,1150934,2025-09-23 11:18:22,FORTALEZA,True
CE,APARTAMENTO                   ,AP 302 ED ASSIS CHATEAUBRIAND,R ASSIS CHATEAUBRIAND,,60135200,DIONISIO TORRES                                                 ,,260,0092,1276281,2025-09-23 11:18:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   , APTº 601 TORRE 2 ED SAN GABRIEL,R AVELEDO,,60871210,MESSEJANA                                                       ,,501,2544,142883,2025-09-23 11:18:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 905 TORRE 1 ED SAN GABRIEL,R AVELEDO,,60871210,MESSEJANA                                                       ,,501,2439,142845,2025-09-23 11:18:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1001 TORRE 2 ED SAN GABRIEL,R AVELEDO,,60871210,MESSEJANA                                                       ,,501,2712,187172,2025-09-23 11:18:22,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1301 TORRE 2 ED SAN GABRIEL,R AVELEDO,,60871210,MESSEJANA                                                       ,,501,2455,126715,2025-09-23 11:18:22,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 807 TORRE 1 ED SAN GABRIEL,R- AVELEDO,,60872210,MESSEJANA,,501,3445,680768,2025-09-23 11:18:22,FORTALEZA,True
CE,CASA,ALTOS,R-  BAMBUI,,60333020,BARRA DO CEARÁ,,122 ,3987,1243556,2025-09-23 11:18:25,FORTALEZA,True
CE,CASA                          , ,R BANDEIRANTES,,60710020,PARANGABA                                                       ,,11,2398,93117,2025-09-23 11:18:25,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 101 ED ADRIANO REIS,R BARAO DE ARACATI,,60115082,JOAQUIM TÁVORA,,2420,3267,953689,2025-09-23 11:18:25,FORTALEZA,True
CE,APARTAMENTO                   ,AP 203 ED JOSE ISAAC PONTES NETO,R BARAO DE ARACATI,,60115081,ALDEOTA                                                         ,,1932,1844,142735,2025-09-23 11:18:25,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED THIAGO LACERDA                                  ,R BARAO DE ARACATI,,60115081,ALDEOTA                                                         ,,1393,2757,201951,2025-09-23 11:18:25,FORTALEZA                                                       ,True
CE,RESIDENCIAL/COMERCIAL,,R BARAO DE ARACATI,,60115080,MEIRELES,23,822,4333,1538363,2025-09-23 11:18:25,FORTALEZA,True
CE,APARTAMENTO ,ED MONTVERNON,R BARAO DE ARACATI,,,ALDEOTA,,2050 AP 401,4611,1389788,2025-09-23 11:18:25,FORTALEZA ,True
CE,APARTAMENTO,AP 102 ED THIAGO LACERDA,R- BARAO DE ARACATI,,60115081,ALDEOTA,,1393,2861,224706,2025-09-23 11:18:25,FORTALEZA,True
CE,APARTAMENTO,AP 301 ED RIVIERA,R- BARAO DE ARACATI,,60115080,ALDEOTA,,2440,3122,545747,2025-09-23 11:18:25,FORTALEZA,True
CE,PONTO COMERCIAL,,R BARAO DE ARATANHA,,60050070,CENTRO,,219,1709,85507,2025-09-23 11:18:27,FORTALEZA,True
CE,PONTO COMERCIAL               ,LJ: C,R BARAO DE ARATANHA,,60050070,CENTRO                                                          ,,836,1214,142560,2025-09-23 11:18:27,FORTALEZA                                                       ,True
CE,COMERCIAL,SALA 810 ED LOBRAS,R BARAO DO RIO BRANCO,,60025060,CENTRO,27,1071,4714,1538441,2025-09-23 11:18:27,FORTALEZA,True
CE,COMERCIAL,SALA 811 ED LOBRAS,R BARAO DO RIO BRANCO,,60025060,CENTRO,27,1071,4725,1538450,2025-09-23 11:18:27,FORTALEZA,True
CE,PONTO COMERCIAL               , ,R BARAO DO RIO BRANCO,,60025062,JOSE BONIFACIO                                                  ,,2140,2714,187656,2025-09-23 11:18:27,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 601 ED COLINA DE ROMA,R BARBALHA,,60165100,VARJOTA                                                         ,,300,2533,142878,2025-09-23 11:18:27,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED COLINA DE ROMA,R BARBALHA,,60165100,VARJOTA                                                         ,,300,1950,7889,2025-09-23 11:18:27,FORTALEZA                                                       ,True
CE,CASA                          , ,R BARBARA DE ALENCAR,,60140000,ALDEOTA                                                         ,,1697,0170,142408,2025-09-23 11:18:27,FORTALEZA                                                       ,True
CE,PONTO,,R- BARBARA DE ALENCAR,,60140000,CENTRO,,601,2956,546113,2025-09-23 11:18:30,FORTALEZA,True
CE,APARTAMENTO                   ,AP 801 ED BRAGANCA,R BARBOSA DE FREITAS,,60170020,MEIRELES                                                        ,,815,2548,142886,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,CASA                          , ,R BARBOSA DE FREITAS,,60170021,ALDEOTA                                                         ,,1990,1736,142689,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 802 ED MELBOURNE PLACE,R BARBOSA DE FREITAS,,60170021,DIONISIO TORRES                                                 ,,2561,1224,83546,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 601 ED MELBOURNE PLACE,R BARBOSA DE FREITAS,,60170021,DIONISIO TORRES                                                 ,,2561,1226,142562,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 2100 ED LUZIA DE MORAES,R BARBOSA DE FREITAS,,60170021,ALDEOTA                                                         ,,1850,1517,142634,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,RESIDENCIAL,AP 2100 ED LUZIA DE MORIAIS,R BARBOSA DE FREITAS,,60170021,ALDEOTA,230,1850,4890,1538124,2025-09-23 11:18:30,FORTALEZA,True
CE,APARTAMENTO                   ,AP 701 ED BRAGANCA,R BARBOSA DE FREITAS,,60170020,MEIRELES                                                        ,,815,2503,135058,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED CRISTAL III                                           ,R BARBOSA DE FREITAS,,60170021,ALDEOTA                                                         ,,1824,2808,210057,2025-09-23 11:18:30,FORTALEZA                                                       ,True
CE,APARTAMENTO,APT 203 ED PERSONALITE JOAO CIDRAO,R- BARBOSA DE FREITAS,,60170020,MEIRELES,,229,0880,1129759,2025-09-23 11:18:30,FORTALEZA,True
CE,APARTAMENTO,AP 1801 ED PIEMONT,R- BARBOSA DE FREITAS,,60170021,ALDEOTA,,941,3752,881109,2025-09-23 11:18:34,FORTALEZA,True
CE,CASA                          , ,R BARROS LEAL,,60120060,TAUAPE                                                          ,,2244,1994,14004,2025-09-23 11:18:34,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 601 ED PABLO NERUDA,R BATISTA DE OLIVEIRA,,60176030,PAPICU                                                          ,,234,1656,49110,2025-09-23 11:18:34,FORTALEZA                                                       ,True
CE,APARTAMENTO,AP 501 ED CAROLINA,R- BATISTA DE OLIVEIRA,,60176030,PAPICU,,734,3535,785292,2025-09-23 11:18:34,FORTALEZA,True
CE,TERRENO,LOTE 8 QUADRA 15,R- BEATRIZ,,60864267,BARROSO,,8,3346,678466,2025-09-23 11:18:34,FORTALEZA,True
CE,CASA,,R- BELA FLOR,,60410349,BOM FUTURO,,90,3770,907905,2025-09-23 11:18:34,FORTALEZA,True
CE,APARTAMENTO ,AP 426 BL B COND BARCELONA,R BELO HORIZONTE,,60440192,JOQUEI CLUBE,80,2830,4700,1458890,2025-09-23 11:18:34,FORTALEZA,True
CE,CASA                          , ,R BELOS PORTOS,,60862280,PASSARE                                                         ,,652,2285,142808,2025-09-23 11:18:34,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1100 ED LEGACY PLACE,R BENI CARVALHO,,60135400,DIONISIO TORRES                                                 ,,660,2540,142882,2025-09-23 11:18:34,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 400 ED LIRIDA MATOS,R BENI CARVALHO,,60135400,DIONISIO TORRES                                                 ,,634,0323,142455,2025-09-23 11:18:34,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 202 ED BRUNO AGUIAR PESSOA                                   ,R BENI CARVALHO,,60135400,DIONISIO TORRES                                                 ,,225,1368,196856,2025-09-23 11:18:37,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 1500 ED ALDEOTA PARK                                         ,R BENI CARVALHO,,60135400,ALDEOTA                                                         ,,666,2733,193481,2025-09-23 11:18:37,FORTALEZA                                                       ,True
CE,,AP 205 BL 05 COND MAGNOLIA ,R BENJAMIM BRASIL ,,,MONDUBIM,,1100,4677,1438739,2025-09-23 11:18:37,FORTALEZA ,True
CE,RESIDENCIAL,AP 601 (ANTURIO) LES JARDINS,R BENTO ALBUQUERQUE,,60190080,COCO,,2500,1600,57343,2025-09-23 11:18:37,FORTALEZA,True
CE,APARTAMENTO                   ,AP 702 ED PALAZZO DOM GIOVANE,R BENTO ALBUQUERQUE,,60190080,COCO                                                            ,,895,2458,142850,2025-09-23 11:18:37,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 402 ED JADE,R BENTO ALBUQUERQUE,,60190080,COCO                                                            ,,1600,2082,38082,2025-09-23 11:18:37,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 104 BL 03 VERBENA COND LES JARDINS,R BENTO ALBUQUERQUE,,60190080,COCO                                                            ,,2500,1446,51495,2025-09-23 11:18:37,FORTALEZA                                                       ,True
CE,APARTAMENTO                   ,AP 604 BL 4 ED LES JARDINS,R BENTO ALBUQUERQUE,,60190080,COCO                                                            ,,2500,2108,43159,2025-09-23 11:18:37,FORTALEZA                                                       ,True
