codigoExterno,endereco,numero,complemento,bairro,cidade,uf,cep,tipoImovel,metragem,status
1453,R DOM EXPEDITO LOPES,2255,AP 1504 ED JOAQUIM NABUCO,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60135410,APARTAMENTO                   ,,Ativo
1303,R DOM EXPEDITO LOPES,2255,APTO 1503 ED JOAQUIM NABUCO,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60135410,APARTAMENTO                   ,,Ativo
2034,R DOM EXPEDITO LOPES,2255,AP 1001 ED JOAQUIM NABUCO,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60135410,APARTAMENTO                   ,,Ativo
1322,R DOM EXPEDITO LOPES,2255,APTO 802 ED JOAQUIM NABUCO,DIONISIO TORRES                                                 ,FORTALEZA                                                       ,CE,60135410,APARTAMENTO                   ,,Ativo
3436,R-  DOMINGOS JAGUARIBE ,727,CASA 11 TERREO,VILA UNIÃO ,FORTALEZA,CE,60420020,CASA,,Ativo
3435,R- DOMINGOS JAGUARIBE,727,CASA 11 B ALTOS,VILA UNIAO,FORTALEZA,CE,60420020,CASA,,Ativo
1065,R DOMINGOS OLIMPIO,1951, ,FARIAS BRITO                                                    ,FORTALEZA                                                       ,CE,60040081,CASA                          ,,Ativo
3471,R- DOM LUIS,1200,SALA 1102 VG 315 ED PATIO DOM LUIS,ALDEOTA,FORTALEZA,CE,60160230,SALA,,Ativo
3345,R- DOM LUSTOSA ,985,AP 204 BL 2 ED PORTAL DO SOL,JANGURUSSU,FORTALEZA,CE,60870620,APARTAMENTO,,Ativo
4873,R DOM MANUEL DE MEDEIROS,0,L003 Q017,PARQUE ARAXA,FORTALEZA,CE,60450605,COMERCIAL,0,Ativo
2577,R DOM SEBASTIAO LEME,140,AP 602 BL B ED RODRIGUES ALBUQUERQUE,FATIMA                                                          ,FORTALEZA                                                       ,CE,60050160,APARTAMENTO                   ,,Ativo
3517,R- DOM SEBASTIAO LEME,655,AP 703 TORRE A ALLEGRO ED FELICITÁ,FATIMA,FORTALEZA,CE,60050160,APARTAMENTO,,Ativo
4367,R DO MURARA,101,AP 505 BL 11B IDEAL VILA DOS SONHOS,MESSEJANA,FORTALEZA,CE,60872690,,45,Ativo
4905,R DONA ADAIL,790,CASA 02,SAPIRANGA-COITE,FORTALEZA,CE,60833105,,0,Ativo
4902,R DONA ADAIL,790,CASA 04,SAPIRANGA-COITE,FORTALEZA,CE,60833105,,0,Ativo
4898,R DONA ADAIL,740,CASA 16,SAPIRANGA COITE,FORTALEZA,CE,60833105,RESIDENCIAL,0,Ativo
4895,R DONA ADAIL,18,,SAPIRANGA COITE,FORTALEZA,CE,60833105,RESIDENCIAL,0,Ativo
2011,R DONA LEOPOLDINA,1365, ,JOAQUIM TAVORA                                                  ,FORTALEZA                                                       ,CE,60110001,CASA                          ,,Ativo
2432,R DONDON FEITOSA,35,AP 402 ED IDEAL,DAMAS                                                           ,FORTALEZA                                                       ,CE,60436090,APARTAMENTO                   ,,Ativo
3788,R- DO PARQUE,333,AP 41 BL 05 ED SMILE VILLAGE,CAMBEBA,FORTALEZA,CE,60830355,APARTAMENTO,,Ativo
1726,R DOS AMIGOS,100,AP 201 BL A3 RESERDÁ  ED GRAN PARC,CAMBEBA                                             ,FORTALEZA                                                       ,CE,60830750,APARTAMENTO                   ,,Ativo
2663,R DOS AMIGOS,100,AP 501 BL A3 ED GRAN PARC,CAMBEBA                                                         ,FORTALEZA                                                       ,CE,60822168,APARTAMENTO                   ,,Ativo
2745,R DOS ARARIUS,55,AP 1502 ED ESTORIL                                              ,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060320,APARTAMENTO                   ,,Ativo
1462,R DOS ARARIUS,200,AP 303 ED FRATELLI,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060320,APARTAMENTO                   ,,Ativo
3277,R DOS ARARIUS,55,AP 403 ED ESTORIL,PRAIA DE IRACEMA,FORTALEZA,CE,60060320,APARTAMENTO,,Ativo
1037,R DOS ARARIUS,200,AP 101 ED FRATELLI,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060320,APARTAMENTO                   ,,Ativo
2386,R DOS ARARIUS,55,AP 1001 BL A ED ESTORIL,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060320,APARTAMENTO                   ,,Ativo
1038,R DOS ARARIUS,200,AP 1302 ED FRATELLI,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060320,APARTAMENTO                   ,,Ativo
2204,R DOS CUMARUS,0,LOTES 05 E 07 DA QUADRA 09 JOAQUIM MARTINS,PASSARE                                                         ,FORTALEZA                                                       ,CE,60000000,TERRENO                       ,,Ativo
4271,R DOS JATOBAS,370,AP 301 COND VIVENDAS PASSARE,PASSARE,FORTALEZA,CE,60170310,APARTAMENTO,63,Ativo
4641,"R DOS MANDACARUS (RUA DOS SABIÁS,661)",501,COND MIRANTES DO PASSARE AP 902 TORRE B,PASSARE,FORTALEZA,CE,,APARTAMENTO,58,Ativo
3328,R DOS TABAJARAS,138,AP 103 BL A ED VILA IRACEMA,PRAIA DE IRACEMA,Fortaleza,CE,60060510,APARTAMENTO,,Ativo
163,R DOS TABAJARAS,138,AP 006 ED VILA DE IRACEMA,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060510,APARTAMENTO                   ,,Ativo
0163,R- DOS TABAJARAS ,138,AP 006 B P1 ED VILA DE IRACEMA,PRAIA DE IRACEMA ,FORTALEZA,CE,60060510,APARTAMENTO,,Ativo
2392,R DOUTOR ALEXANDRE ANTÔNIO FURTADO,60,DUNAS,DE LOURDES                                                      ,FORTALEZA                                                       ,CE,60177060,CASA                          ,,Ativo
1810,R DOUTORA SOCORRO AZEVEDO,675, ,LUCIANO CAVALCANTE                                              ,FORTALEZA                                                       ,CE,60810400,TERRENO                       ,,Ativo
1445,R DOUTOR ATUALPA BARBOSA LIMA,840,AP 1402 ED MARVILLE,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060370,APARTAMENTO                   ,,Ativo
2029,R DOUTOR ATUALPA BARBOSA LIMA,840,AP 1204 ED MARVILLE,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060370,APARTAMENTO                   ,,Ativo
2009,R DOUTOR ATUALPA BARBOSA LIMA,840,AP 1801 ED MARVILLE,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060370,APARTAMENTO                   ,,Ativo
1461,R DOUTOR ATUALPA BARBOSA LIMA,840,AP 503 ED MARVILLE,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060370,APARTAMENTO                   ,,Ativo
1474,R DOUTOR ATUALPA BARBOSA LIMA,840,AP 1101 ED MARVILLE,PRAIA DE IRACEMA                                                ,FORTALEZA                                                       ,CE,60060370,APARTAMENTO                   ,,Ativo
3549,R- DOUTOR ATUALPA BARBOSA LIMA,840,AP 803 ED MARVILLE,PRAIA DE IRACEMA,FORTALEZA,CE,,APARTAMENTO,,Ativo
3741,R- DOUTOR ATUALPA BARBOSA LIMA,825,AP 1500 ED LILIAN,MEIRELES,FORTALEZA,CE,60060370,APARTAMENTO,,Ativo
3737,R- DOUTOR ATUALPA BARBOSA LIMA,601,AP 200 ED PALAIS ROYAL,MEIRELES,FORTALEZA,CE,60060370,APARTAMENTO,,Ativo
3516,R- DOUTORA WANDA SIDOU,1880,CASA 116 JD DE ALICE E PEREIRA,CAJASEIRAS,FORTALEZA,CE,60844455,APARTAMENTO,,Ativo
4811,R DOUTOR BATISTA DE OLIVEIRA,734 AP 301,ED CAROLINA,COCO,FORTALEZA ,CE,,APARTAMENTO ,,Ativo
2632,R DOUTOR CORREIA LIMA,1721,CS 02 COND RES VILLA AMAZON,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60834620,CASA                          ,,Ativo
2633,R DOUTOR CORREIA LIMA,1721,CS 03 COND RES VILLA AMAZON,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60834620,CASA                          ,,Ativo
3573,R- DOUTOR CORREIA LIMA,1319,,SAPIRANGA,FORTALEZA,CE,60833426,CASA,,Ativo
4785,R DOUTOR FRANCISCO GADELHA,820,AP 401 TORRE ALEGRIA (TORRE 01) ED PARC VICTORIA,ENGENHEIRO LUCIANO CAVALCANTE,FORTALEZA,CE,60811120,,71,Ativo
1831,R DOUTOR GILBERTO STUDART,590,AP 901 ED LE PREMIER,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
4422,R DOUTOR GILBERTO STUDART,55, SALA 111 TORRE 1 SUL ED DUETS OFFICE,COCO,FORTALEZA,CE,,,,Ativo
2016,R DOUTOR GILBERTO STUDART,770,AP 602 ED EAST SIDE,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
1244,R DOUTOR GILBERTO STUDART,1470,AP 304 ED LINDEMBERG,PAPICU                                                          ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
1241,R DOUTOR GILBERTO STUDART,1975,AP 101 ED TENENTE FRANCA,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
1021,R DOUTOR GILBERTO STUDART,1020,AP 302 ED D AVIGNON,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
2289,R DOUTOR GILBERTO STUDART,55,SL 1412 TORRE SUL1 ED DUET S OFFICE TOWERS,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,SALA                          ,,Ativo
1925,R DOUTOR GILBERTO STUDART,364,AP 403 ED GREEN PALACE,COCO                                                            ,FORTALEZA                                                       ,CE,60190750,APARTAMENTO                   ,,Ativo
3461,R- DOUTOR GILBERTO STUDART,1839,AP 202 ED MISSÃO NOVA,COCO,FORTALEZA,CE,60190750,APARTAMENTO,,Ativo
3704,R- DOUTOR GILBERTO STUDART,1325,AP 701 ED CASA GRANDE,COCO,FORTALEZA,CE,60162095,APARTAMENTO,,Ativo
3852,R- DOUTOR GILBERTO STUDART ,1168,AP 802 ED PREMIUM,PAPICU,FORTALEZA,CE,60192095,APARTAMENTO,,Ativo
2667,R DOUTOR JOAQUIM FROTA,579, ,ALAGADIÇO NOVO                                                  ,FORTALEZA                                                       ,CE,60833212,CASA                          ,,Ativo
2504,R DOUTOR JOSE FROTA,255,AP 701 BL 2 TRITON ED JARDINS DE ATLANTIDA,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165210,APARTAMENTO                   ,,Ativo
2707,R DOUTOR JOSE FROTA,255,AP 204 BL 2 TRITON ED JARDINS DE ATLANTIDA,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165210,APARTAMENTO                   ,,Ativo
4220,R DOUTOR JOSE FROTA,29,,MUCURIPE,FORTALEZA,CE,60165210,COMERCIAL,80,Ativo
1585,R DOUTOR JOSE FROTA,142,AP 302 BL 02 ED MORADA DAS TULIPAS,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165210,APARTAMENTO                   ,,Ativo
4181,R DOUTOR JOSE FROTA,255,ED TRITON VAGA DO LADO DIREITO DO AP 2204,MUCURIPE,FORTALEZA,CE,60165210,COMERCIAL,0,Ativo
3391,R- DOUTOR JOSE FROTA,130,AP 201 ED RENASCENSE RESIDENCE,VARJOTA,FORTALEZA ,CE,60165210,APARTAMENTO,,Ativo
2206,R DOUTOR JOSE FURTADO,0,LOTE 10 QUADRA C,CAMBEBA                                                         ,FORTALEZA                                                       ,CE,60000000,TERRENO                       ,,Ativo
0037,R DOUTOR JOSE LINO,262,AP 02 TERREO BL A ED PAOLA JATAHY,VARJOTA,FORTALEZA,CE,60165270,APARTAMENTO,,Ativo
4672,R DOUTOR JOSE LINO,171,ED ESPACO CATALUNYA AP 301 TORRE 2,MUCURIPE,FORTALEZA,CE,,APARTAMENTO,105,Ativo
2654,R DOUTOR JOSE LINO,171,AP 301 TORRE 2 ED ESPAÇO CATALUNYA,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165270,APARTAMENTO                   ,,Ativo
2635,R DOUTOR JOSE LINO,262,AP 107 BL A ED PAOLA JATAHY,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165270,APARTAMENTO                   ,,Ativo
2678,R DOUTOR JOSE LINO,141,AP 1403 ED ANITA,VARJOTA                                                         ,FORTALEZA                                                       ,CE,60165270,APARTAMENTO                   ,,Ativo
1545,R DOUTOR JOSE LOURENCO,625,AP 402 ED CRISTAL IX,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60115280,APARTAMENTO                   ,,Ativo
2156,R DOUTOR JOSE LOURENCO,1690, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60115281,LOJA                          ,,Ativo
1642,R DOUTOR JOSE LOURENCO,625,AP 1004   ED CRISTAL IX,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60115280,APARTAMENTO                   ,,Ativo
4221,R DOUTOR JOSE LOURENCO,3104,AP 800 ED ERIDAN MENDONÇA,JOAQUIM TAVORA,FORTALEZA,CE,60170310,APARTAMENTO,,Ativo
3524,R DOUTOR JOSE LOURENCO,955,AP 101 ED LE CONCORD,ALDEOTA,FORTALEZA,CE,60115280,APARTAMENTO,,Ativo
4482,R DOUTOR JOSE LOURENCO,1221,AP 604 ED RAQUELL,ALDEOTA,FORTALEZA,CE,,RESIDENCIAL,,Ativo
3847,R- DOUTOR JOSE LOURENCO,2563,,JOAQUIM MTAVORA,FORTALEZA,CE,60115282,CASA,,Ativo
3735,R- DOUTOR JOSE LOURENCO,1220,AP 201 BL B ED URANO,ALDEOTA,FORTALEZA,CE,60115281,APARTAMENTO,,Ativo
4884,R- DOUTOR MANOEL RODRIGUES MONTEIRO,930,AP 101 BL G ED MORADA DAS DUNAS I,VICENTE PINZON,FORTALEZA,CE,60181805,,,Ativo
3433,R- DOUTOR MARLIO FERNANDES,275,AP 1904 ED FIORETO HOME CLUB,GUARARAPES,FORTALEZA,CE,60810025,APARTAMENTO,,Ativo
3123,R- DOUTOR PEDRO SAMPAIO,250,AP 203 BL C ED SECULOS,PASSARE,FORTALEZA,CE,60861500,APARTAMENTO,,Ativo
1568,R DOUTOR PEDRO TELES,101,AP 705 ED OLYMPO,FATIMA,FORTALEZA,CE,60055320,RESIDENCIAL,,Ativo
2101,R DOUTOR PEDRO TELES,101,AP 303 ED OLYMPO,FATIMA                                                          ,FORTALEZA                                                       ,CE,60055320,APARTAMENTO                   ,,Ativo
3640,R- DOUTOR PEDRO TELES,101,AP 1102 ED OLIMPO,FATIMA,FORTALEZA,CE,60055320,APARTAMENTO,,Ativo
4962,R DOUTOR PERILO TEIXEIRA,1085,CASA  27 E,GENIBAU,FORTALEZA,CE,60534080,,0,Ativo
2024,R DOUTOR RATISBONA,120, ,FATIMA                                                          ,FORTALEZA                                                       ,CE,60411220,CASA                          ,,Ativo
2838,R DOUTOR RODRIGO CODES SANDOVAL,620,                                                                ,MONDUBIM                                                        ,FORTALEZA                                                       ,CE,60712070,CASA                          ,,Ativo
4052,R- DOUTOR RODRIGO CODES SANDOVAL,250,AP 208 TORRE 03 ED GIARDINI DI PADOVA,MONDUBIM,FORTALEZA,CE,60712070,APARTAMENTO,,Ativo
3778,R- DOUTOR RODRIGO CODES SANDOVAL,250,AP 1101 TORRE 03 GIARDINI DI PADOVA,MUNDUBIM,FORTALEZA,CE,60711455,APARTAMENTO ,,Ativo
0967,R DOUTOR WALDEMAR DE ALCÂNTARA,1509,AP 203 BL B ED SAINT GERMAIN,SAPIRANGA,FORTALEZA,CE,60833450,RESIDENCIAL,,Ativo
2354,R DOZE DE JULHO,195, ,HENRIQUE JORGE                                                  ,FORTALEZA                                                       ,CE,60520590,CASA                          ,,Ativo
3439,R-DOZE DE JULHO,82,,BOM SUCESSO,FORTALEZA,CE,60520590,CASA,,Ativo
1756,R DRACON BARRETO,730, ,CACHOEIRINHA                                                    ,FORTALEZA                                                       ,CE,60356490,CASA                          ,,Ativo
2433,R DRAGAO DO MAR,372,AP 1701 ED STUDIO IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
1705,R DRAGAO DO MAR,531,AP 803 JARDINS DE IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2435,R DRAGAO DO MAR,372,AP 1802 ED STUDIO IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2434,R DRAGAO DO MAR,372,AP 1702 ED STUDIO IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
1536,R DRAGAO DO MAR,531,AP 804 ED JARDINS DE IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2653,R DRAGAO DO MAR,372,AP 702 STUDIO IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2288,R DRAGAO DO MAR,531,AP1505 ED JARDINS DE IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2674,R DRAGAO DO MAR,372,AP 905 ED STUDIO IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
2287,R DRAGAO DO MAR,531,AP1501 ED JARDINS DE IRACEMA,MEIRELES                                                        ,FORTALEZA                                                       ,CE,60060390,APARTAMENTO                   ,,Ativo
4435,R DRAGAO DO MAR,345,AP 1407 ED AQUARIUS,PRAIA DE IRACEMA,FORTALEZA,CE,,,,Ativo
3590,R- DRAGAO DO MAR,372,AP 1605 ED STUDIO IRACEMA,PRAI DE IRACEMA,FORTALEZA ,CE,60060391,APARTAMENTO,,Ativo
3927,R- DRAGAO DO MAR,531,AP 704 ED JARDINS DE IRACEMA,PRAIA DE IRACEMA,FORTALEZA,CE,60060390,APARTAMENTO,,Ativo
4938,R DR. ERNESTO MONTEIRO,1391,AP 21B RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4910,R DR. ERNESTO MONTEIRO,1391,"AP 11 B, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4900,R DR. ERNESTO MONTEIRO,1391,"AP 12 C, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4941,R DR. ERNESTO MONTEIRO,1391,AP 21A RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4912,R DR. ERNESTO MONTEIRO,1391,"AP 22 A, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4940,R DR. ERNESTO MONTEIRO,1391,AP 12A RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4903,R DR. ERNESTO MONTEIRO,1391,"AP 11 A, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4904,R DR. ERNESTO MONTEIRO,1391,"AP 12 B, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4943,R DR. ERNESTO MONTEIRO,1391,AP 21C RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4939,R DR. ERNESTO MONTEIRO,1391,AP 22B RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4942,R DR. ERNESTO MONTEIRO,1391,AP 22C RESIDENCIAL CAPRI,SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
4909,R DR. ERNESTO MONTEIRO,1391,"AP 11 C, RESIDENCIAL CAPRI",SAPIRANGA-COITE,FORTALEZA,CE,60833272,,0,Ativo
3744,R DR ESMERINO PARENTE,366,,CAMBEBA,FORTALEZA,CE,60822385,CASA,,Ativo
3477,R-DR ONOFRE SAMPAIO CAVALCANTE,400,AP 202 ED IMBAUBAS PARK RESIDENCE,PARQUE MANIBURA,FORTALEZA,CE,60821820,APARTAMENTO,,Ativo
3522,R- D (S.D OFICIAL PQ ADRIANO),300,AP 316 BL 1C COND RES VILLA ESMERALDA,PASSARE,FORTALEZA,CE,60862345,APARTAMENTO,,Ativo
2816,R DUARTE COUTINHO,45,                                                                ,COCO                                                            ,FORTALEZA                                                       ,CE,60810720,CASA                          ,,Ativo
3637,R- DUARTE PIMENTEL ,155,AP 905 BL LIRIO ED BRISAS DA SERRA,SERRINHA,FORTALEZA ,CE,60742150,APARTAMNETO,,Ativo
1641,REBOUÇAS,S/N,,GUARIBAS,EUSEBIO,CE,61760000,CASA,,Ativo
2463,R EDITE BRAGA,50, ,JARDIM AMERICA                                                  ,FORTALEZA                                                       ,CE,60435100,PONTO COMERCIAL               ,,Ativo
2187,R EDMUNDO FALCAO,0,LOTE 001 QUADRA 090,ANTÔNIO DIOGO                                                   ,FORTALEZA                                                       ,CE,60000000,TERRENO                       ,,Ativo
4623,"R E,  DO LOTEAMENTO EXPEDICIONARIOS II",67,ALTOS ,RAQUEL DE QUEIROZ ,FORTALEZA ,CE,,,,Ativo
1387,R EDUARDO GARCIA,57, ,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150100,CASA                          ,,Ativo
2154,R EDUARDO GARCIA,888,AP 302 ED MONT SOURIS,ALDEOTA                                                         ,FORTALEZA                                                       ,CE,60150100,APARTAMENTO                   ,,Ativo
1552,R EDUARDO SABOIA,600,AP 1701 ED STAR PLACE I,PAPICU                                                          ,FORTALEZA                                                       ,CE,60155140,APARTAMENTO                   ,,Ativo
2947,R- EDUARDO SALGADO,156,LOJA 03,ALDEOTA,FORTALEZA,CE,60150140,LOJA,,Ativo
1816,R ELISEU ORIA,32, ,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60830740,CASA                          ,,Ativo
1949,R ELISEU ORIA,700,CS 04 COND MARIZAURA,ALAGADIÇO NOVO                                                  ,FORTALEZA                                                       ,CE,60830740,CASA                          ,,Ativo
4968,R ELIZEU ORIA,674,AP 305 BL 01 (FIGUEIRA) ED M. LAR SUL,SAPIRANGA COITE,FORTALEZA,CE,60833165,RESIDENCIAL,51,Ativo
0096,R- EMIDIO LOBO,98,AP 101 ED CAYAMAN,PAPICU,FORTALEZA,CE,60176090,RESIDENCIAL,,Ativo
3910,R- EMIDIO LOBO ,90,AP 402 ED MORADA DAS GARÇAS,PAPICU,FORTALEZA,CE,60176090,APARTAMENTO,,Ativo
2621,R EMILIO SA,149,AP103 BLOCO B ED. RESIDENCIAL FLEURS DES CHAMPS,MARAPONGA                                                       ,FORTALEZA                                                       ,CE,60711730,APARTAMENTO                   ,,Ativo
1512,R ENGENHEIRO JOAO NOGUEIRA,1186,CASA,ALVARO WEYNE,FORTALEZA,CE,60335140,CASA,,Ativo
3722,R- ENGENHEIRO JOAO NOGUEIRA,1184,,ALVARO WEYVE,FORTALEZA,CE,60335140,CASA,,Ativo
2826,R ENGENHEIRO PAULO CESAR BARBOSA,56,                                                                ,EDSON QUEIROZ                                                   ,FORTALEZA                                                       ,CE,60811750,CASA                          ,,Ativo
2853,R EPIFANIO LEITE,469,AP 203 ED EBENEZER,JACARECANGA,FORTALEZA,CE,60010580,APARTAMENTO,,Ativo
2854,R EPIFANIO LEITE,469,AP 01,JACARECANGA,FORTALEZA,CE,60010580,APARTAMENTO,,Ativo
2857,R EPIFANIO LEITE,469,AP 202 ED EBENEZER,JACARECANGA,FORTALEZA,CE,60010582,APARTAMENTO,,Ativo
3782,R ERICO MOTA,641,,AMADEU FURTADO,FORTALEZA,CE,60455495,COMERCIAL,19,Ativo
2579,R ESAU BENICIO,61, ,COCO                                                            ,FORTALEZA                                                       ,CE,60135440,CASA                          ,,Ativo
1027,R ESCRIVAO AZEVEDO,680,AP 103 BL D ED ALDEOTA SUL,CIDADE DOS FUNCIONARIOS                                         ,FORTALEZA                                                       ,CE,60822520,APARTAMENTO                   ,,Ativo
4742,R ESCRIVAO PINHEIRO,4493,LOJA 01 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,COMERCIAL,0,Ativo
4745,R ESCRIVAO PINHEIRO,4493,AP 06 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,RESIDENCIAL,0,Ativo
4754,R ESCRIVAO PINHEIRO,4493,AP 04 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,RESIDENCIAL,0,Ativo
4744,R ESCRIVAO PINHEIRO,4493,LOJA 03 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,COMERCIAL,0,Ativo
4743,R ESCRIVAO PINHEIRO,4493,LOJA 02 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,COMERCIAL,0,Ativo
4746,R ESCRIVAO PINHEIRO,4493,AP 02 (GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA,CE,60120310,RESIDENCIAL,0,Ativo
4747,R ESCRIVAO PINHEIRO ,4493 AP 03 ,(GOV RAUL BARBOSA 4262),TAUAPE,FORTALEZA ,CE,,,,Ativo
1054,R ESMERINDA MENDES,733, ,LUCIANO CAVALCANTE                                              ,FORTALEZA                                                       ,CE,60810840,CASA                          ,,Ativo
2521,R ESMERINDA MENDES,715, ,LUCIANO CAVALCANTE                                              ,FORTALEZA                                                       ,CE,60810840,CASA                          ,,Ativo
4300,R- ESPERANTO,546,AP 406 ED IRMÃ DULCE,PARREÃO,FORTALEZA,CE,60410312,APARTAMENTO,59,Ativo
2778,R ESTUDANTE JUCA,114,                                                                ,SERRINHA                                                        ,FORTALEZA                                                       ,CE,60742120,CASA                          ,,Ativo
3382,R- EUNICE WEAVER,1425,CS 101 BL A ED CABO VERDE,EDSON QUEIROZ ,FORTALEZA ,CE,60834540,CASA,,Ativo
3406,R EUSEBIO DE QUEIROS,2125,AP 101 BL 04 RES TULIPAS,PARANGABA,FORTALEZA,CE,60435140,APARTAMENTO,,Ativo
3415,R EUSEBIO DE QUEIROS,2125,AP 203 BL 02 RES TULIPAS,PARANGABA,FORTALEZA,CE,60435140,APARTAMENTO,,Ativo
1548,R EUSEBIO DE QUEIROS,1232, ,PARANGABA                                                       ,FORTALEZA                                                       ,CE,60435140,CASA                          ,,Ativo
3409,R EUSEBIO DE QUEIROS,2125,AP 401 BL 02 RES TULIPAS,PARANGABA,FORTALEZA,CE,60435140,APARTAMENTO,,Ativo
3407,R EUSEBIO DE QUEIROS,2125,AP 202 BL 01 RES TULIPAS,PARANGABA,FORTALEZA,CE,60435140,APARTAMENTO,,Ativo
3408,R EUSEBIO DE QUEIROS,2125,AP 302 BL 03 RES TULIPAS,PARANGABA,FORTALEZA,CE,60435140,APARTAMENTO,,Ativo
3389,R- EUSEBIO DE QUEIROS,1888,,BOM FUTURO,FORTALEZA,CE,60435820,CASA,,Ativo
2825,R EUSEBIO DE SOUSA,1765,                                                                ,FATIMA                                                          ,FORTALEZA                                                       ,CE,60411160,CASA                          ,,Ativo
1444,R EVARISTO REIS,309,AP 207 BL F ED SAMBURA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130600,APARTAMENTO                   ,,Ativo
2324,R EVARISTO REIS,309,APT 203 BLOCO C ED SAMBURA,TAUAPE                                                          ,FORTALEZA                                                       ,CE,60130600,APARTAMENTO                   ,,Ativo
2859,R- EVARISTO REIS,309,AP 106 BL C ED SAMBURA,TAUAPE,FORTALEZA,CE,60130600,APARTAMENTO,,Ativo
